id,EAP,HPL,MWS
id02310,0.01283791960067812,0.010526049012348453,0.01271292524867358
id24541,0.01577490647626101,0.01320543262291175,0.013524037155238713
id00134,0.012576396995861196,0.012368600386143538,0.011225564617684097
id27757,0.01922077421005444,0.01656747888766069,0.01678433106294009
id04081,0.007075502177574643,0.0068320773768808215,0.008130759453447729
id27337,0.01985512990061989,0.01593713894844543,0.0172407583942379
id24265,0.010992839060505416,0.008316711789129605,0.009280090385905448
id25917,0.009745467285992572,0.008912317848864745,0.010323604651536013
id04951,0.025827655243651694,0.022016208553045154,0.021752960170500688
id14549,0.013586687286496455,0.012171568824689175,0.01073826925113865
id22505,0.014726952386285803,0.012253536508958392,0.013274123503866113
id24002,0.014237647304189171,0.013993982731669765,0.012819636551132852
id18982,0.012609278333920173,0.011747723229128629,0.012455889485391267
id15181,0.015185016230614506,0.013408100715953651,0.014105387725584303
id21888,0.016085764707064878,0.015803783389185554,0.013933199166754935
id12035,0.008360077367439336,0.00782314293761604,0.0083974155280161
id17991,0.0163945288116582,0.014313004000940498,0.014604990391453687
id10707,0.01313801710977541,0.009906897244442008,0.01106792794114052
id07101,0.01591080017308298,0.013492141674821349,0.013845333450211663
id00345,0.013907529540490826,0.012679814451833925,0.01238195106450588
id05912,0.011099840536716971,0.010324574041582997,0.009968722156800438
id13443,0.012765601382766096,0.010709900622587221,0.011601717845759791
id09248,0.029175159312706218,0.025252219313298463,0.025250340169310617
id17542,0.014332261804681347,0.011850339335954755,0.013004244987085788
id06995,0.0161721861554983,0.012729623706558328,0.014208654002650605
id25159,0.007963978478411642,0.007872480662485894,0.008786145535430568
id25729,0.015428655213439328,0.013407513427631723,0.013426269188370662
id26949,0.01683323353680338,0.014806203332739364,0.01394343819510645
id27191,0.012824021623060133,0.011319255635837133,0.012063223057821086
id07668,0.017506372323073175,0.01409497931873027,0.015768986336193197
id02230,0.005313907690613401,0.005616628258632811,0.005838548790428427
id15553,0.02324797949445982,0.018421246712753317,0.019309754245366847
id25688,0.008219876221375324,0.009647054349907126,0.009306380517057355
id17545,0.013381089464815164,0.013946420537174169,0.012934396394834907
id13929,0.007119297777050244,0.00655377428805184,0.007041097341383328
id12880,0.007227982164669177,0.006186920967208367,0.006869340988863687
id19282,0.00832690758554142,0.007540134309065034,0.007863386854582948
id14690,0.014550843166457089,0.012966110861737145,0.01531809997014954
id17975,0.01676512223141058,0.01534071028894137,0.015087077298399912
id08037,0.015634654424626023,0.014307606989970592,0.013067655876542184
id15412,0.017449757390051786,0.016365238591931546,0.015346320875396184
id25032,0.007040116974251264,0.006711299173836034,0.006874271793242241
id27165,0.020391015727645935,0.018281207787504816,0.01738454612858808
id03327,0.018300673303494885,0.014848834959083219,0.015811531264343467
id18515,0.02153139223512191,0.020039408074155843,0.018600089850213115
id21003,0.013436664726924293,0.013322310340079167,0.012331044519049657
id23855,0.01472064277918681,0.014222789667108144,0.014140762755690137
id20724,0.010397865072219662,0.010014600134505176,0.010469627158140028
id13303,0.016108729191192713,0.012873861571345636,0.013555237792606716
id16521,0.01604433606172275,0.01536388804882386,0.013778782318712825
id20775,0.01862067513713929,0.015948439899384662,0.015986374164873002
id13029,0.01697531794887259,0.014166920540396585,0.014897433181513254
id14660,0.010905991161988897,0.01043142078784598,0.010120749920559263
id11028,0.007837168679110362,0.007955708135263924,0.010413687639021289
id14180,0.01945386169493278,0.01712879183012261,0.01676061397328028
id25860,0.016460343670379587,0.014179919278742468,0.014266441445208193
id11910,0.0051782635536334835,0.004561326091926019,0.005702622766493119
id08065,0.021079324600060022,0.018124029611576383,0.020293577657734
id22674,0.01464974768469657,0.012745525701708057,0.013207954273519366
id25018,0.011052605295709643,0.009948656832332847,0.010658004684061244
id10892,0.009045463614682498,0.008550766310785468,0.008304463406883828
id10217,0.012683779976651922,0.011227589655747222,0.011956890159940687
id12996,0.009184767993068194,0.008353609016937963,0.00869157322922814
id18262,0.010154807779291388,0.010275032576163221,0.009509158091140934
id08606,0.012951764917129654,0.012522552469145755,0.011719898419193917
id17233,0.012453129990467535,0.012806732156508845,0.011208709731112019
id00101,0.009723197452101257,0.008102499841927678,0.008664689474984996
id12225,0.016938127587350683,0.01677482645575029,0.014532358860290223
id01364,0.016506325540998734,0.015063813317545265,0.013908686024987264
id24973,0.008420062979507969,0.006209008972759828,0.007923220527486494
id25363,0.01970494814107816,0.01608903832797721,0.017545810825124446
id10061,0.019407106696692135,0.01687090825762802,0.017389641961243256
id17673,0.017410226599548516,0.016229397108968993,0.01516082335910744
id13249,0.007242428028034927,0.006981048565565525,0.0066743459379303045
id10107,0.007142100207203442,0.005565065441941472,0.007538608198284082
id04403,0.01491124490706638,0.012056607135672038,0.01289538929884232
id25728,0.017607715635890565,0.015243919963672107,0.01641378031988137
id16184,0.007206888976001448,0.008629024377626155,0.008090774282385341
id03438,0.020807436024555755,0.017002833805634273,0.01814472490478625
id22923,0.013747151491132467,0.014172261468865499,0.013088192458426011
id08610,0.01472646219246465,0.010939397549215,0.01202988432698173
id25355,0.011272597554954246,0.010809683387296895,0.011985967991687727
id16916,0.013522070828253761,0.010634594910135084,0.012188268662688746
id12793,0.017875953124433817,0.015648314610920616,0.01560693761669481
id11859,0.02453025373344665,0.016793439300638778,0.020745759377789885
id02434,0.01193957068825144,0.010590270792258482,0.010426367263354868
id27703,0.01243530815588936,0.010430933891280731,0.01135028069060481
id25212,0.012006545647219981,0.012150013507998457,0.010996253045228258
id11308,0.003590213498931983,0.0017104657015906595,0.0037791093558491072
id26094,0.01732187755324755,0.014946217089821481,0.015184434911555982
id22080,0.004011066645415031,0.004418121411039771,0.004246107403876708
id03545,0.006701495963317545,0.006336441952148018,0.006089132507149666
id23725,0.012422201436875488,0.010789154514258126,0.011532403278766944
id12009,0.019198183238592095,0.016813147018756004,0.016000922135616245
id24241,0.02090373193893068,0.02037203244875788,0.018052718386369484
id03596,0.01065322316124637,0.010128124802409596,0.009262336011621047
id10749,0.011739773408428826,0.011142981046010865,0.010836501155323312
id22794,0.009602846234158066,0.008628856141008081,0.010436704462373509
id15482,0.011397727839170249,0.01075187408081971,0.010595881186920267
id04833,0.01732690327777754,0.015608923326301507,0.015079764384657933
id00397,0.012956699732267892,0.011851265991140371,0.012303398260642239
id14691,0.01642926443153894,0.013992936060407076,0.01413095196063102
id05193,0.01348373172969643,0.010374142816906266,0.01236574515411503
id19541,0.022801104687388336,0.019293666539471878,0.019702660789410072
id22166,0.015523834857563793,0.01263824143104311,0.014890173180807117
